ID,brPrijava,KorisnikID,NastanID,Status
615,Switzerland_2025:615,1318,45,Neaktiven
616,Austria_2024:616,1268,93,Pending
617,Zambia_2022:617,2316,102,Aktiven
618,Seychelles_2024:618,1231,88,Pending
619,Suriname_2023:619,1951,26,Neaktiven
620,Sweden_2024:620,2790,73,Pending
621,Great Britain_2023:621,1111,98,Neaktiven
622,Ireland_2024:622,1962,83,Aktiven
623,Honduras_2024:623,3902,39,Neaktiven
624,China_2023:624,2456,64,Pending
625,Singapore_2020:625,3267,25,Pending
626,Belgium_2023:626,2761,61,Neaktiven
627,Kenya_2025:627,633,66,Neaktiven
628,Greece_2020:628,4512,40,Neaktiven
629,Germany_2025:629,2276,55,Neaktiven
630,Montenegro_2022:630,1163,65,Aktiven
631,Cuba_2023:631,2480,31,Pending
632,Austria_2024:632,2662,93,Pending
633,Northern Ireland_2021:633,524,76,Pending
634,Morocco_2024:634,649,3,Aktiven
635,Germany_2021:635,3961,36,Pending
636,Zimbabwe_2025:636,3684,4,Pending
637,Estonia_2024:637,4025,33,Pending
638,Ireland_2024:638,2747,83,Neaktiven
639,Sweden_2024:639,4339,73,Pending
640,Morocco_2023:640,4672,101,Neaktiven
641,Argentina_2021:641,4198,42,Neaktiven
642,Honduras_2024:642,3162,39,Pending
643,Barbados_2024:643,3495,49,Pending
644,New Zealand_2021:644,1770,94,Neaktiven
645,Norway_2022:645,1326,75,Aktiven
646,Ireland_2024:646,3934,83,Aktiven
647,Estonia_2023:647,848,69,Neaktiven
648,Sweden_2024:648,4269,73,Neaktiven
649,Lithuania_2023:649,2820,95,Aktiven
650,Morocco_2023:650,1248,101,Neaktiven
651,Italy_2024:651,5073,86,Neaktiven
652,Bangladesh_2021:652,1702,29,Pending
653,Bangladesh_2021:653,1926,90,Pending
654,China_2022:654,2342,107,Pending
655,Denmark_2021:655,2961,21,Pending
656,Portugal_2022:656,998,103,Pending
657,Cuba_2023:657,3360,99,Neaktiven
658,Germany_2025:658,3650,55,Aktiven
659,Azerbaijan_2020:659,828,56,Pending
660,New Zealand_2021:660,338,94,Aktiven
661,Hungary_2024:661,371,85,Neaktiven
662,Azerbaijan_2020:662,3354,56,Aktiven
663,Zimbabwe_2022:663,2077,30,Pending
664,Italy_2024:664,5051,86,Aktiven
665,Estonia_2023:665,3793,69,Neaktiven
666,Zimbabwe_2025:666,1678,4,Aktiven
667,Australia_2020:667,3008,105,Neaktiven
668,Latvia_2021:668,3387,47,Neaktiven
669,Montenegro_2022:669,890,65,Pending
670,Israel_2021:670,1603,59,Pending
671,Azerbaijan_2020:671,2518,56,Pending
672,Northern Ireland_2023:672,841,71,Neaktiven
673,Albania_2023:673,2114,15,Pending
674,Honduras_2024:674,1213,39,Pending
675,Ireland_2020:675,3013,43,Neaktiven
676,Botswana_2020:676,1130,100,Neaktiven
677,Latvia_2021:677,4224,47,Pending
678,Germany_2025:678,640,55,Aktiven
679,Russia_2020:679,1380,9,Neaktiven
680,Zimbabwe_2025:680,1480,4,Aktiven
681,Australia_2020:681,1487,105,Neaktiven
682,India_2021:682,2775,92,Neaktiven
683,Philippines_2024:683,4026,1,Neaktiven
684,Lebanon_2020:684,364,14,Pending
685,Barbados_2024:685,3383,79,Pending
686,Greece_2020:686,290,40,Neaktiven
687,Portugal_2025:687,612,35,Aktiven
688,Portugal_2022:688,644,103,Aktiven
689,Cuba_2023:689,419,99,Neaktiven
690,Lebanon_2020:690,4785,14,Pending
691,Sri Lanka_2024:691,986,57,Neaktiven
692,Portugal_2023:692,4867,110,Pending
693,Albania_2020:693,89,70,Pending
694,Zimbabwe_2022:694,3734,30,Aktiven
695,Spain_2021:695,5020,68,Pending
696,Netherlands_2023:696,4412,89,Pending
697,Morocco_2020:697,2381,23,Neaktiven
698,Portugal_2023:698,3437,110,Pending
699,Malta_2021:699,4966,24,Pending
700,Denmark_2021:700,1506,21,Neaktiven
701,Georgia_2021:701,1527,7,Aktiven
702,Turkey_2021:702,3934,2,Neaktiven
703,Austria_2024:703,652,93,Pending
704,Kazakhstan_2023:704,273,80,Pending
705,Georgia_2021:705,1509,7,Neaktiven
706,Singapore_2024:706,501,82,Aktiven
707,Denmark_2021:707,1876,21,Neaktiven
708,Austria_2024:708,2751,93,Neaktiven
709,Hungary_2024:709,1129,85,Pending
710,Dominican Republic_2023:710,70,48,Neaktiven
711,Zambia_2024:711,5075,46,Neaktiven
712,Israel_2021:712,3973,91,Aktiven
713,Mexico_2023:713,1808,74,Aktiven
714,Canada_2021:714,1504,8,Aktiven
715,Colombia_2023:715,4713,72,Neaktiven
716,Barbados_2024:716,318,79,Neaktiven
717,Russia_2020:717,3387,9,Neaktiven
718,New Zealand_2021:718,1023,94,Neaktiven
719,Scotland_2022:719,108,87,Pending
720,Cuba_2023:720,1148,99,Pending
721,Germany_2025:721,2897,55,Pending
722,Macedonia_2023:722,3639,19,Pending
723,Chile_2023:723,2688,41,Pending
724,Norway_2023:724,2056,97,Aktiven
725,Morocco_2024:725,435,3,Pending
726,New Zealand_2021:726,1641,94,Neaktiven
727,New Zealand_2021:727,316,52,Aktiven
728,Malta_2021:728,4000,24,Neaktiven
729,Ukraine_2021:729,4247,27,Pending
730,Israel_2021:730,402,91,Neaktiven
731,Great Britain_2021:731,465,53,Pending
732,Switzerland_2025:732,1203,45,Aktiven
733,Colombia_2023:733,2454,72,Pending
734,Colombia_2022:734,4750,84,Aktiven
735,Montenegro_2022:735,2263,65,Neaktiven
736,Venezuela_2024:736,4429,44,Aktiven
737,Morocco_2020:737,4975,23,Aktiven
738,Ukraine_2021:738,3805,27,Neaktiven
739,Sri Lanka_2024:739,909,57,Pending
740,Greece_2020:740,4191,40,Pending
741,Northern Ireland_2023:741,3986,71,Aktiven
742,Mongolia_2023:742,2443,37,Aktiven
743,Lebanon_2020:743,899,14,Aktiven
744,Austria_2024:744,3431,93,Aktiven
745,Singapore_2024:745,2896,82,Aktiven
746,Pakistan_2022:746,1998,28,Pending
747,Barbados_2024:747,970,79,Neaktiven
748,Norway_2022:748,335,75,Pending
749,Montenegro_2022:749,1447,65,Pending
750,Lithuania_2023:750,329,95,Neaktiven
751,Estonia_2023:751,4111,69,Pending
752,Montenegro_2022:752,1309,65,Aktiven
753,Morocco_2024:753,1802,3,Neaktiven
754,Spain_2021:754,2581,68,Pending
755,Northern Ireland_2023:755,5039,71,Pending
756,Sweden_2024:756,2203,73,Pending
757,Philippines_2025:757,3887,11,Aktiven
758,Albania_2020:758,3465,70,Aktiven
759,Zambia_2024:759,1249,46,Pending
760,India_2021:760,3124,92,Neaktiven
761,Bangladesh_2021:761,1982,90,Neaktiven
762,Macedonia_2023:762,1420,19,Aktiven
763,Panama_2022:763,2058,62,Neaktiven
764,Estonia_2023:764,229,69,Neaktiven
765,Great Britain_2023:765,4734,98,Aktiven
766,Israel_2021:766,1790,91,Aktiven
767,Northern Ireland_2021:767,4509,76,Aktiven
768,Macedonia_2023:768,256,19,Aktiven
769,Georgia_2023:769,981,51,Pending
770,Botswana_2020:770,2181,100,Neaktiven
771,Colombia_2022:771,4800,84,Neaktiven
772,United States _2020:772,4549,5,Pending
773,Norway_2022:773,4901,75,Aktiven
774,Austria_2024:774,4195,93,Aktiven
775,Zambia_2022:775,635,102,Aktiven
776,Montenegro_2022:776,3806,96,Pending
777,Turkey_2021:777,4194,2,Neaktiven
778,Kosovo_2023:778,2080,17,Neaktiven
779,Turkey_2021:779,1043,2,Pending
780,women's_2022:780,2290,32,Pending
781,Bangladesh_2021:781,2992,90,Pending
782,Ireland_2024:782,1116,83,Pending
783,Bangladesh_2021:783,1901,29,Aktiven
784,India_2021:784,75,92,Neaktiven
785,Ireland_2020:785,4951,43,Aktiven
786,Albania_2020:786,2962,70,Neaktiven
787,Mexico_2023:787,3701,74,Neaktiven
788,Chile_2023:788,4470,41,Pending
789,Mexico_2023:789,5018,74,Pending
790,Nepal_2021:790,4279,108,Pending
791,Ukraine_2021:791,985,27,Pending
792,Northern Ireland_2022:792,776,12,Pending
793,Mongolia_2023:793,4108,37,Aktiven
794,Austria_2024:794,4051,93,Pending
795,Germany_2025:795,3551,55,Aktiven
796,Turkey_2021:796,2542,2,Neaktiven
797,Montenegro_2022:797,2614,65,Neaktiven
798,Australia_2020:798,2936,105,Aktiven
799,Belgium_2023:799,3832,61,Pending
800,Portugal_2023:800,4443,110,Neaktiven
801,Honduras_2024:801,2897,39,Aktiven
802,Montenegro_2022:802,1588,65,Aktiven
803,Scotland_2022:803,1100,87,Aktiven
804,Dominican Republic_2023:804,916,48,Neaktiven
805,Canada_2021:805,2725,8,Pending
806,Cuba_2023:806,4841,54,Aktiven
807,Hungary_2024:807,3706,85,Aktiven
808,Nepal_2021:808,2908,108,Aktiven
809,Scotland_2022:809,1498,87,Neaktiven
810,Honduras_2024:810,2893,39,Neaktiven
811,Sweden_2024:811,4569,73,Neaktiven
812,Norway_2023:812,1224,97,Pending
813,Romania_2020:813,290,10,Aktiven
814,Cuba_2023:814,2630,31,Pending
815,Germany_2021:815,2164,36,Pending
816,Honduras_2024:816,1961,39,Aktiven
817,Italy_2024:817,4530,86,Pending
818,Montenegro_2022:818,879,96,Neaktiven
819,Portugal_2022:819,577,103,Neaktiven
820,Sweden_2024:820,4793,73,Neaktiven
821,United States _2020:821,2798,5,Pending
822,Faroe Islands_2021:822,1813,16,Aktiven
823,Ukraine_2021:823,2085,27,Pending
824,Norway_2022:824,2912,75,Pending
825,United States _2020:825,4079,5,Neaktiven
826,Cuba_2023:826,2900,99,Neaktiven
827,Norway_2023:827,1758,97,Aktiven
828,Zimbabwe_2022:828,2507,30,Pending
829,Suriname_2023:829,3391,26,Aktiven
830,Zimbabwe_2025:830,240,4,Pending
831,Cuba_2023:831,1954,31,Pending
832,Germany_2021:832,1023,36,Pending
833,Israel_2021:833,1676,91,Neaktiven
834,Nicaragua_2021:834,4429,81,Pending
835,Scotland_2022:835,580,87,Neaktiven
836,Singapore_2024:836,79,82,Neaktiven
837,Zambia_2024:837,766,46,Aktiven
838,Morocco_2020:838,1389,23,Neaktiven
839,Albania_2021:839,2723,60,Pending
840,New Zealand_2021:840,2430,94,Neaktiven
841,Northern Ireland_2022:841,2622,12,Neaktiven
842,Pakistan_2022:842,3558,28,Aktiven
843,Belgium_2023:843,1016,61,Neaktiven
844,Israel_2021:844,4699,59,Neaktiven
845,Ukraine_2021:845,1459,27,Pending
846,Mongolia_2023:846,1427,37,Aktiven
847,Albania_2021:847,4620,60,Aktiven
848,New Zealand_2021:848,3550,58,Aktiven
849,Lithuania_2023:849,4745,95,Neaktiven
850,India_2021:850,81,92,Pending
851,Argentina_2021:851,2314,42,Aktiven
852,Ireland_2024:852,2561,83,Pending
853,United Arab Emirates_2022:853,2924,104,Pending
854,Singapore_2020:854,816,25,Pending
855,Kazakhstan_2023:855,720,80,Aktiven
856,Albania_2020:856,4744,70,Aktiven
857,Kenya_2022:857,5016,18,Neaktiven
858,Botswana_2020:858,4078,100,Aktiven
859,Turkey_2021:859,2537,2,Aktiven
860,Italy_2024:860,1313,86,Neaktiven
861,Botswana_2020:861,26,100,Neaktiven
862,Philippines_2025:862,3358,11,Pending
863,India_2021:863,3018,92,Neaktiven
864,Trinidad and Tobago_2023:864,958,67,Neaktiven
865,Great Britain_2021:865,1760,53,Aktiven
866,Greece_2020:866,117,40,Aktiven
867,Northern Ireland_2023:867,3974,71,Pending
868,Norway_2023:868,193,97,Neaktiven
869,Singapore_2020:869,4567,25,Neaktiven
870,Montenegro_2022:870,3658,65,Aktiven
871,Kazakhstan_2023:871,2246,80,Neaktiven
872,Pakistan_2022:872,2600,28,Neaktiven
873,Northern Ireland_2021:873,823,76,Aktiven
874,Portugal_2022:874,2105,103,Neaktiven
875,Singapore_2024:875,1618,82,Neaktiven
876,Portugal_2025:876,1545,35,Neaktiven
877,Iran_2020:877,694,6,Aktiven
878,Spain_2021:878,369,68,Aktiven
879,Belgium_2023:879,2149,61,Aktiven
880,Zambia_2022:880,196,102,Neaktiven
881,Norway_2022:881,1601,75,Neaktiven
882,Iran_2020:882,3364,6,Neaktiven
883,Trinidad and Tobago_2023:883,3690,67,Aktiven
884,Venezuela_2025:884,972,34,Pending
885,Mongolia_2023:885,2677,37,Aktiven
886,Pakistan_2022:886,4570,28,Aktiven
887,Georgia_2023:887,1716,51,Aktiven
888,Zambia_2022:888,842,102,Pending
889,United States _2020:889,1167,5,Neaktiven
890,Latvia_2021:890,1205,47,Neaktiven
891,Nepal_2021:891,4777,108,Neaktiven
892,Morocco_2020:892,2049,23,Aktiven
893,Colombia_2022:893,413,84,Aktiven
894,Singapore_2024:894,5071,82,Aktiven
895,Singapore_2020:895,410,25,Neaktiven
896,Cuba_2023:896,1933,54,Pending
897,Dominican Republic_2023:897,4114,48,Pending
898,France_2023:898,989,13,Aktiven
899,Botswana_2020:899,3753,100,Aktiven
900,Australia_2020:900,3767,105,Pending
901,Kazakhstan_2024:901,713,106,Neaktiven
902,India_2020:902,5118,38,Aktiven
903,Kenya_2022:903,2495,18,Aktiven
904,Morocco_2023:904,2903,101,Pending
905,Zambia_2024:905,4813,46,Pending
906,Iran_2020:906,743,6,Aktiven
907,Georgia_2023:907,2024,51,Neaktiven
908,United States _2020:908,1364,5,Pending
909,Mongolia_2023:909,2946,37,Neaktiven
910,Kazakhstan_2024:910,2434,106,Neaktiven
911,Montenegro_2022:911,1959,65,Pending
912,Zimbabwe_2022:912,1184,30,Pending
913,Russia_2020:913,3232,9,Pending
914,Bangladesh_2021:914,5073,29,Pending
915,India_2021:915,3709,92,Neaktiven
916,Sri Lanka_2024:916,1562,57,Aktiven
917,Macedonia_2023:917,151,19,Neaktiven
918,Latvia_2021:918,4914,47,Neaktiven
919,Zimbabwe_2022:919,3608,30,Aktiven
920,Georgia_2021:920,3097,7,Aktiven
921,Australia_2020:921,2635,105,Neaktiven
922,Switzerland_2025:922,3100,45,Neaktiven
923,United Arab Emirates_2022:923,2749,104,Aktiven
924,Bangladesh_2021:924,2173,90,Aktiven
925,New Zealand_2021:925,1175,52,Aktiven
926,Faroe Islands_2021:926,584,16,Pending
927,Kazakhstan_2023:927,1874,80,Aktiven
928,Kosovo_2023:928,1485,17,Aktiven
929,Portugal_2025:929,4686,35,Aktiven
930,Venezuela_2024:930,3767,44,Pending
931,Nepal_2021:931,1385,108,Neaktiven
932,Croatia_2020:932,4751,22,Neaktiven
933,Hungary_2024:933,261,85,Pending
934,Greece_2020:934,2977,40,Aktiven
935,Philippines_2024:935,999,1,Neaktiven
936,Zimbabwe_2025:936,893,4,Neaktiven
937,Pakistan_2022:937,465,28,Pending
938,Singapore_2021:938,2686,20,Neaktiven
939,Montenegro_2022:939,884,96,Aktiven
940,Venezuela_2024:940,244,44,Aktiven
941,New Zealand_2021:941,2667,52,Pending
942,Macedonia_2023:942,4560,19,Pending
943,Estonia_2023:943,3889,69,Neaktiven
944,Kosovo_2023:944,4227,17,Neaktiven
945,Kenya_2022:945,2168,18,Neaktiven
946,Ireland_2020:946,3188,43,Pending
947,Romania_2020:947,3644,10,Neaktiven
948,Albania_2021:948,1102,60,Pending
949,Germany_2021:949,86,36,Neaktiven
950,Morocco_2020:950,1019,23,Aktiven
951,Great Britain_2023:951,4204,98,Pending
952,Singapore_2021:952,2664,20,Neaktiven
953,Northern Ireland_2023:953,2580,71,Pending
954,Trinidad and Tobago_2023:954,3365,67,Neaktiven
955,Venezuela_2025:955,592,34,Pending
956,Venezuela_2025:956,1546,34,Pending
957,Singapore_2021:957,716,20,Neaktiven
958,Seychelles_2024:958,4613,88,Neaktiven
959,Georgia_2023:959,3165,51,Pending
960,New Zealand_2021:960,3527,52,Aktiven
961,women's_2022:961,626,32,Pending
962,Montenegro_2022:962,2371,96,Neaktiven
963,Italy_2024:963,4088,86,Aktiven
964,Switzerland_2025:964,764,45,Neaktiven
965,India_2020:965,3724,38,Aktiven
966,Dominican Republic_2023:966,249,48,Aktiven
967,Cuba_2023:967,1752,31,Neaktiven
968,New Zealand_2021:968,2762,94,Pending
969,Colombia_2021:969,4012,50,Neaktiven
970,Dominican Republic_2023:970,4033,48,Pending
971,Bangladesh_2021:971,153,29,Pending
972,Russia_2020:972,4097,9,Aktiven
973,India_2021:973,4540,92,Pending
974,Netherlands_2023:974,4270,89,Neaktiven
975,Romania_2020:975,4385,10,Pending
976,Estonia_2024:976,697,33,Pending
977,Israel_2021:977,3783,59,Neaktiven
978,Zambia_2024:978,40,46,Pending
979,New Zealand_2021:979,1810,52,Aktiven
980,Honduras_2024:980,3531,39,Neaktiven
981,Zambia_2022:981,4621,102,Pending
982,Scotland_2022:982,4956,87,Aktiven
983,New Zealand_2021:983,2227,58,Pending
984,Israel_2021:984,40,59,Pending
985,Cuba_2023:985,182,54,Aktiven
986,Venezuela_2024:986,2990,44,Aktiven
987,Venezuela_2024:987,2066,44,Pending
988,Greece_2020:988,5048,40,Neaktiven
989,Belgium_2023:989,1458,61,Pending
990,Serbia_2020:990,431,77,Neaktiven
991,Albania_2023:991,2351,15,Pending
992,Azerbaijan_2020:992,3184,56,Neaktiven
993,Iran_2020:993,1282,6,Pending
994,Mongolia_2023:994,1594,37,Neaktiven
995,Nicaragua_2021:995,3610,81,Aktiven
996,Barbados_2024:996,1017,49,Neaktiven
997,Venezuela_2025:997,4780,34,Neaktiven
998,Kazakhstan_2023:998,2431,80,Aktiven
999,Cuba_2023:999,4889,99,Neaktiven
1000,Croatia_2020:1000,3006,22,Neaktiven
1001,Bangladesh_2021:1001,213,29,Aktiven
1002,Austria_2024:1002,2666,93,Aktiven
1003,Venezuela_2025:1003,3103,34,Aktiven
1004,New Zealand_2021:1004,4016,94,Aktiven
1005,Georgia_2021:1005,4411,7,Neaktiven
1006,Kazakhstan_2023:1006,656,80,Aktiven
1007,Estonia_2024:1007,4894,33,Pending
1008,Cuba_2023:1008,2325,99,Aktiven
1009,Suriname_2023:1009,5032,26,Pending
1010,Ireland_2024:1010,2273,83,Neaktiven
1011,Lebanon_2020:1011,2544,14,Neaktiven
1012,Honduras_2024:1012,848,39,Aktiven
1013,Sri Lanka_2024:1013,4157,57,Pending
1014,Zimbabwe_2022:1014,2897,30,Neaktiven
1015,Turkey_2021:1015,1473,2,Aktiven
1016,Portugal_2022:1016,2450,103,Pending
1017,Malta_2021:1017,554,24,Pending
1018,Pakistan_2022:1018,1274,28,Aktiven
1019,Australia_2020:1019,2321,105,Pending
1020,Singapore_2024:1020,2905,82,Aktiven
1021,Mexico_2023:1021,1794,74,Neaktiven
1022,Zimbabwe_2025:1022,157,4,Aktiven
1023,Turkey_2021:1023,2332,2,Pending
1024,Bangladesh_2021:1024,4683,90,Aktiven
1025,Azerbaijan_2020:1025,3752,56,Pending
1026,Georgia_2021:1026,2993,7,Aktiven
1027,Trinidad and Tobago_2023:1027,4666,67,Aktiven
1028,Barbados_2024:1028,2773,79,Neaktiven
1029,India_2020:1029,450,38,Aktiven
1030,Sweden_2024:1030,3982,73,Neaktiven
1031,Kosovo_2023:1031,2399,17,Pending
1032,Kosovo_2023:1032,2643,17,Pending
1033,France_2023:1033,2872,13,Neaktiven
1034,Nepal_2021:1034,3277,108,Aktiven
1035,Russia_2020:1035,880,9,Aktiven
1036,Argentina_2021:1036,2879,42,Aktiven
1037,Ukraine_2021:1037,1610,27,Aktiven
1038,Northern Ireland_2022:1038,370,12,Aktiven
1039,Argentina_2021:1039,2740,42,Neaktiven
1040,Germany_2025:1040,3733,55,Aktiven
1041,Mongolia_2023:1041,256,37,Neaktiven
1042,Greece_2020:1042,1913,40,Pending
1043,Scotland_2022:1043,1110,87,Neaktiven
1044,Macedonia_2023:1044,4906,19,Neaktiven
1045,Mongolia_2023:1045,3907,37,Pending
1046,Colombia_2021:1046,1136,50,Neaktiven
1047,Panama_2022:1047,1066,62,Pending
1048,Suriname_2023:1048,4919,26,Neaktiven
1049,Ireland_2020:1049,3627,43,Aktiven
1050,Estonia_2023:1050,4113,69,Aktiven
1051,Singapore_2024:1051,1793,82,Neaktiven
1052,Australia_2020:1052,4550,105,Aktiven
1053,Morocco_2023:1053,4200,101,Neaktiven
1054,Germany_2025:1054,3841,55,Pending
1055,Seychelles_2024:1055,2922,88,Pending
1056,Finland_2024:1056,1659,63,Pending
1057,Latvia_2021:1057,4135,47,Neaktiven
1058,Cuba_2023:1058,4023,31,Pending
1059,Greece_2020:1059,1140,40,Aktiven
1060,Northern Ireland_2022:1060,447,12,Aktiven
1061,Portugal_2022:1061,3466,103,Pending
1062,Mongolia_2023:1062,510,37,Pending
1063,Latvia_2021:1063,338,47,Neaktiven
1064,Lebanon_2020:1064,3633,14,Aktiven
1065,Argentina_2021:1065,4841,42,Aktiven
1066,Canada_2021:1066,2059,8,Pending
1067,Turkey_2021:1067,2422,2,Pending
1068,Albania_2021:1068,5080,60,Pending
1069,Kenya_2022:1069,158,18,Aktiven
1070,Kazakhstan_2023:1070,1680,80,Neaktiven
1071,Great Britain_2021:1071,1341,53,Aktiven
1072,Lithuania_2023:1072,1321,95,Neaktiven
1073,Bangladesh_2021:1073,541,90,Neaktiven
1074,New Zealand_2021:1074,3239,52,Neaktiven
1075,Great Britain_2021:1075,1884,53,Pending
1076,Morocco_2023:1076,4708,101,Pending
1077,Trinidad and Tobago_2023:1077,1028,67,Pending
1078,Venezuela_2024:1078,2254,44,Neaktiven
1079,Colombia_2022:1079,13,84,Neaktiven
1080,Kosovo_2023:1080,1494,17,Neaktiven
1081,Bangladesh_2021:1081,2194,90,Pending
1082,Pakistan_2022:1082,4320,28,Aktiven
1083,Romania_2020:1083,287,10,Aktiven
1084,Morocco_2023:1084,148,101,Pending
1085,Venezuela_2025:1085,5143,34,Aktiven
1086,Morocco_2024:1086,919,3,Pending
1087,Norway_2022:1087,4882,75,Aktiven
1088,Pakistan_2022:1088,4611,28,Aktiven
1089,Kenya_2025:1089,1457,66,Pending
1090,Iran_2020:1090,2274,6,Neaktiven
1091,Serbia_2020:1091,701,77,Neaktiven
1092,Bangladesh_2021:1092,4395,90,Pending
1093,Malta_2021:1093,2065,24,Aktiven
1094,Northern Ireland_2021:1094,1039,76,Pending
1095,Trinidad and Tobago_2023:1095,3192,67,Aktiven
1096,Morocco_2024:1096,4983,3,Neaktiven
1097,Switzerland_2025:1097,466,45,Aktiven
1098,Morocco_2023:1098,1105,101,Pending
1099,France_2023:1099,4414,13,Pending
1100,Cuba_2023:1100,2517,99,Aktiven
1101,Philippines_2024:1101,29,1,Neaktiven
1102,Lithuania_2023:1102,74,95,Pending
1103,Lithuania_2023:1103,1158,95,Aktiven
1104,Lebanon_2020:1104,1040,14,Neaktiven
1105,Malta_2021:1105,2022,24,Neaktiven
1106,Belgium_2023:1106,1377,61,Neaktiven
1107,India_2020:1107,1113,38,Neaktiven
1108,Australia_2020:1108,723,105,Pending
1109,Zimbabwe_2022:1109,135,30,Aktiven
1110,Spain_2021:1110,4341,68,Neaktiven
1111,Panama_2022:1111,4729,62,Neaktiven
1112,Kazakhstan_2024:1112,3695,106,Aktiven
1113,Ukraine_2021:1113,937,27,Aktiven
1114,Germany_2025:1114,4783,55,Aktiven
1115,Nepal_2021:1115,1513,108,Pending
1116,Macedonia_2023:1116,4559,19,Pending
1117,Barbados_2024:1117,3242,49,Neaktiven
1118,Switzerland_2025:1118,1548,45,Neaktiven
1119,India_2021:1119,1451,92,Aktiven
1120,Cuba_2023:1120,1361,99,Aktiven
1121,Norway_2023:1121,4263,97,Neaktiven
1122,India_2021:1122,3289,92,Neaktiven
1123,Israel_2021:1123,1302,91,Pending
1124,Italy_2024:1124,400,86,Neaktiven
1125,Georgia_2023:1125,99,51,Pending
1126,Albania_2023:1126,3341,15,Pending
1127,Hungary_2024:1127,4318,85,Neaktiven
1128,Ireland_2020:1128,222,43,Neaktiven
1129,Mongolia_2023:1129,3246,37,Pending
1130,Spain_2021:1130,4295,68,Pending
1131,Australia_2020:1131,431,105,Aktiven
1132,Seychelles_2024:1132,5104,88,Pending
1133,Northern Ireland_2022:1133,5000,12,Neaktiven
1134,Mexico_2023:1134,3755,74,Neaktiven
1135,New Zealand_2021:1135,3456,52,Aktiven
1136,Singapore_2021:1136,156,20,Neaktiven
1137,Faroe Islands_2021:1137,5129,16,Neaktiven
1138,Great Britain_2023:1138,2810,98,Aktiven
1139,Philippines_2025:1139,5094,11,Aktiven
1140,Turkey_2021:1140,2744,2,Pending
1141,Hungary_2024:1141,2560,85,Pending
1142,Austria_2024:1142,1277,93,Pending
1143,Singapore_2024:1143,5064,82,Neaktiven
1144,Chile_2023:1144,4400,41,Aktiven
1145,Belgium_2023:1145,4707,61,Neaktiven
1146,Italy_2024:1146,3908,86,Pending
1147,Romania_2020:1147,59,10,Pending
1148,Serbia_2020:1148,3888,77,Pending
1149,Bangladesh_2021:1149,2757,29,Aktiven
1150,Finland_2024:1150,581,63,Pending
1151,Estonia_2024:1151,3600,33,Neaktiven
1152,Spain_2021:1152,3877,68,Pending
1153,Macedonia_2023:1153,2273,19,Aktiven
1154,New Zealand_2021:1154,4457,58,Aktiven
1155,Sri Lanka_2024:1155,739,57,Neaktiven
1156,Trinidad and Tobago_2023:1156,2005,67,Neaktiven
1157,United States _2020:1157,3378,5,Aktiven
1158,Switzerland_2025:1158,48,45,Neaktiven
1159,Greece_2020:1159,323,40,Aktiven
1160,Northern Ireland_2022:1160,194,12,Neaktiven
1161,Zambia_2024:1161,3535,46,Neaktiven
1162,Spain_2021:1162,1742,68,Aktiven
1163,Estonia_2024:1163,1041,33,Neaktiven
1164,Norway_2023:1164,2504,97,Neaktiven
1165,Albania_2021:1165,3667,60,Aktiven
